PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,IID,Sex,population,Geographic_origin,Region,Pop7Groups
0.001374876,-0.034481042,-0.001595387,-0.003209905,0.001285334,-0.016636482,0.005377481,0.004827897,-0.003460488,-0.014604785,-0.039534875,0.003813511,-0.003547368,-0.00026555,-0.005481759,-0.001780056,-0.010666195,-0.005413878,0.004839408,-0.007607776,HGDP00695,F,Palestinian,Israel_(Central),Middle_Est,Middle_Est
-0.082758363,0.01887435,-0.003475477,0.006339489,-0.078308894,0.039820494,0.108628857,-0.000662929,-0.001129838,0.012192146,-0.003101902,0.02198542,-0.069604831,0.033720095,-0.006020435,0.001527497,-0.08972163,0.164172878,-0.009368384,0.167991294,HGDP00472,M,Biaka_Pygmies,Central_African_Republic,Subsaharian_Africa,Africa
-0.082856659,0.019757024,-0.003393546,0.005054341,-0.070719363,0.031736089,0.075255315,0.001997666,0.000136814,0.013154588,-0.004426755,0.009603909,-0.0265234,0.000511897,0.003357244,-0.001996585,-0.019656928,0.037856067,0.014575441,-0.026593726,HGDP00458,M,Biaka_Pygmies,Central_African_Republic,Subsaharian_Africa,Africa
-0.084224501,0.019460895,-0.003798841,0.005940762,-0.087557819,0.045218995,0.119152216,0.000721842,0.003589151,0.004908716,-0.003823294,0.026248193,-0.061304394,0.006927129,-0.01251864,-0.012026068,-0.118109582,0.185866913,0.043176515,-0.452829633,HGDP01089,M,Biaka_Pygmies,Central_African_Republic,Subsaharian_Africa,Africa
-0.081153292,0.019265609,-0.002793045,0.012404397,-0.156415671,-0.082388156,-0.195906137,-0.004186838,0.006360269,0.020153614,0.012165443,0.113993693,0.002137565,0.004425735,-0.010636054,0.006037354,0.008143403,-0.030541094,0.001785129,-0.019329075,HGDP00468,M,Mbuti_Pygmies,Democratic_Republic_of_Congo,Subsaharian_Africa,Africa
-0.082747627,0.014870019,-0.003578829,-0.010907128,0.086580158,-0.004308389,-0.019717658,-0.003130716,0.0008353,-0.037815938,0.047629116,0.017409133,0.026374239,0.080643376,-0.064912979,9.56E-05,-0.003617582,-0.004334939,0.012994923,0.021116916,HGDP00906,M,Mandenka,Senegal,Subsaharian_Africa,Africa
-0.081252262,0.013498925,-0.003511479,-0.01037143,0.085002352,-0.005401812,-0.016094089,0.001409298,0.00155132,-0.023192905,0.031527532,0.010804153,0.012721248,0.065985293,-0.044852527,-0.001075202,-0.003526784,0.010672568,-0.000970016,0.018924813,HGDP00918,F,Mandenka,Senegal,Subsaharian_Africa,Africa
-0.088354637,0.017267479,-0.004503829,-0.012903824,0.103625855,0.010176347,-0.047210932,-0.001765635,-0.002821412,0.495323291,-0.237564427,-0.058828071,0.01312871,0.079782229,-0.058452418,0.002662149,0.005952851,0.008572619,0.033811937,0.001091898,HGDP00922,F,Yoruba,Nigeria,Subsaharian_Africa,Africa
-0.08593943,0.015686588,-0.003684695,-0.011370185,0.079415822,0.005429601,-0.006860394,0.000530985,0.000688695,-0.004361188,0.017542613,0.010291915,-0.004159021,-0.039565353,0.063384324,-0.003096225,-0.002506203,-0.014926529,-0.086919263,-0.02249799,HGDP00934,F,Yoruba,Nigeria,Subsaharian_Africa,Africa
0.001072847,-0.035492622,-0.001188347,-0.004108449,0.00408339,-0.032310819,0.009286886,0.005659229,-0.007123624,-0.039638801,-0.082247468,0.010593643,0.00040849,0.000755913,-0.014725848,-0.010307508,-0.019887131,-0.006460287,-0.004846168,-0.026846938,HGDP00641,M,Bedouin,Israel_(Negev),Middle_Est,Middle_Est
0.005674956,-0.036978693,-0.001950611,-0.004115279,-0.000790595,-0.009792304,0.002014784,0.00383988,-0.002937459,-0.014551111,-0.035275316,0.003757928,0.000947493,0.000661512,-0.009411239,-0.010080627,-0.01912811,-0.008283959,-0.004297777,-0.007027197,HGDP00564,F,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.002455757,-0.034920196,-0.00164245,-0.003366043,0.002479528,-0.01257582,0.003305877,0.003049288,-0.003802737,-0.013278814,-0.022791387,0.002513508,-0.000459686,0.000180538,-0.001319086,-0.00116356,-0.005485352,-0.002587883,0.001666975,-0.003240025,HGDP00576,M,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.005239537,-0.037033461,-0.002947319,-0.001924277,-0.001928344,-0.010741649,0.004089529,0.00272522,-0.002939389,-0.01599659,-0.038310699,0.005525466,0.000654746,0.002789101,-0.008760289,-0.014288262,-0.020131319,-0.010001695,-0.004235074,-0.012445918,HGDP00588,M,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.006470885,-0.036804359,-0.002262997,-0.003956395,-0.000531196,-0.01144946,0.004152108,0.001323955,-8.72E-05,-0.009530543,-0.021967973,0.003209365,0.002380117,-0.000811885,-0.004678109,-0.005448231,-0.015225406,-0.006792056,-0.001727467,-0.000905958,HGDP00602,M,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.001326968,-0.034303522,-0.002798591,-0.001878161,0.001690514,-0.017719903,0.005013734,0.003255565,-0.004024823,-0.02243255,-0.040728531,0.003280794,-0.00263614,-0.001561456,-0.009449097,-0.006827188,-0.011344554,-0.00454689,0.002347763,-0.008415971,HGDP00682,F,Palestinian,Israel_(Central),Middle_Est,Middle_Est
0.001368156,-0.035374015,-0.002080673,-0.00447912,0.000339267,-0.018503187,0.007339174,0.005823802,-0.004550526,-0.016663681,-0.040586311,0.003300658,-0.001628128,-0.000752015,-0.007702997,-0.004540196,-0.008884731,-0.003886905,0.003564122,-0.005329789,HGDP00694,F,Palestinian,Israel_(Central),Middle_Est,Middle_Est
0.001761384,-0.034185202,-0.001784891,-0.00492872,0.001913139,-0.01555988,0.006365783,0.002012571,-0.003134459,-0.016155864,-0.034810146,0.003478353,0.00239073,0.001351157,-0.005578665,-0.004676572,-0.010800866,-0.004696583,-0.001133799,-0.005246682,HGDP00725,M,Palestinian,Israel_(Central),Middle_Est,Middle_Est
0.001639095,-0.033546062,-0.001809512,-0.004242926,0.001768145,-0.013219807,0.00416997,0.002465645,-0.004614727,-0.015003144,-0.030608035,0.003774657,-0.002225985,0.002601267,-0.007975146,-0.005139968,-0.00620128,-0.001564614,0.002409602,-0.003803168,HGDP00736,F,Palestinian,Israel_(Central),Middle_Est,Middle_Est
0.007972558,-0.024589588,0.000460031,0.004665175,-0.00248292,0.05148473,-0.019610902,0.007407411,-0.00178677,-0.009750804,-0.016473718,0.002216102,-0.000334215,0.002282627,-0.000980649,-0.016863551,-0.019165988,-0.014031503,-0.002881765,0.023440583,HGDP00001,M,Brahui,Pakistan,Asia,Central_South_Asia
0.008292986,-0.025077384,0.000419678,0.003252737,-0.003344564,0.051695153,-0.020825059,0.007770344,-0.002251196,-0.011435879,-0.01536752,0.000316418,0.000593957,0.000720767,-0.002980441,-0.014169104,-0.014877327,-0.014288783,7.15E-05,0.02666436,HGDP00025,M,Brahui,Pakistan,Asia,Central_South_Asia
0.007312566,-0.024433143,0.000223711,0.003950786,-0.002946184,0.049912266,-0.02162323,0.005465856,-0.000523652,-0.008439048,-0.01261539,0.000635187,-0.000289455,0.000237191,-0.001080865,-0.012262099,-0.017595592,-0.009513569,6.21E-05,0.020971819,HGDP00049,M,Brahui,Pakistan,Asia,Central_South_Asia
0.008197362,-0.02464009,-4.94E-05,0.003787566,-0.002116981,0.052655704,-0.022635585,0.008683222,-0.002668576,-0.007690074,-0.012143258,0.001079027,0.000516762,0.002771991,-0.001680447,-0.018150789,-0.015977314,-0.011707695,-0.001390684,0.021363925,HGDP00072,M,Balochi,Pakistan,Asia,Central_South_Asia
0.007378669,-0.023504082,0.001268788,0.002563047,-0.002695253,0.051523864,-0.020531391,0.00912462,-0.001678346,-0.007144786,-0.012301862,0.002356566,-0.001031626,-1.99E-05,-0.001655872,-0.012544567,-0.015486272,-0.009443456,0.001968539,0.019475235,HGDP00096,M,Balochi,Pakistan,Asia,Central_South_Asia
-0.084377781,0.019523569,-0.004783494,0.003946477,-0.067303017,0.033954965,0.08779276,0.001197236,0.000978282,0.00889196,-0.002513273,0.011188517,-0.026653874,0.005771298,-0.015592326,-0.002477913,-0.044461536,0.081583271,-0.016673624,-2.62E-05,HGDP00475,M,Biaka_Pygmies,Central_African_Republic,Subsaharian_Africa,Africa
-0.083525625,0.019465127,-0.003388548,0.00416484,-0.073237437,0.030774773,0.08936095,0.000819784,0.001502164,0.002278824,-0.005229654,0.011906278,-0.032771868,0.003373885,-0.012931806,0.000630558,-0.033396134,0.05278475,-0.000204886,-0.020021677,HGDP00460,M,Biaka_Pygmies,Central_African_Republic,Subsaharian_Africa,Africa
-0.082645447,0.018842954,-0.004217068,0.003938052,-0.085865082,0.04006663,0.112278873,-0.000127345,-0.001069451,0.002019612,-0.001781338,0.017162438,-0.085306877,0.02711324,-0.004568746,0.000886241,-0.089589534,0.169872799,-0.003771373,0.153149112,HGDP01091,M,Biaka_Pygmies,Central_African_Republic,Subsaharian_Africa,Africa
-0.079181827,0.018756249,-0.002853115,0.011367453,-0.140574786,-0.064784262,-0.153538849,-0.000608748,-0.000401708,0.007255681,0.009428823,0.063321104,0.012399256,0.005761886,-0.007188944,0.000987691,0.005617942,-0.009291506,-0.005591272,0.007128612,HGDP00474,M,Mbuti_Pygmies,Democratic_Republic_of_Congo,Subsaharian_Africa,Africa
-0.083345886,0.015095889,-0.003817397,-0.00988056,0.089741568,0.002449675,-0.019345537,-0.001214233,2.14E-05,-0.044183566,0.057342479,0.022784405,0.030045916,0.124569266,-0.100240561,0.011118639,0.004525426,-0.012829221,0.019570192,-0.022776962,HGDP00908,M,Mandenka,Senegal,Subsaharian_Africa,Africa
-0.083945865,0.015726904,-0.003853095,-0.010407405,0.085528805,0.00199286,-0.01530097,-0.001239514,0.002166276,-0.034882233,0.045340568,0.013150119,0.025260927,0.083017299,-0.074002087,0.002284343,-0.005978583,-0.007252692,0.009317088,-0.019251879,HGDP01199,M,Mandenka,Senegal,Subsaharian_Africa,Africa
-0.087639283,0.017356763,-0.004814201,-0.011829981,0.075916366,0.005039259,-0.013585698,-0.00233573,0.001288316,0.001535771,0.01604337,-0.005308771,-0.011619563,-0.061186645,0.076472882,-0.005112886,-0.022744544,-0.027045274,-0.123818349,-0.041044636,HGDP00924,F,Yoruba,Nigeria,Subsaharian_Africa,Africa
-0.087116141,0.016919245,-0.003677807,-0.010447818,0.077385365,0.006531344,-0.008933275,0.003507334,0.001016172,0.007768695,0.00960832,-0.005606654,-0.010659465,-0.063936087,0.067315431,-0.008252337,-0.015428382,-0.031877193,-0.111498532,-0.036616378,HGDP00936,M,Yoruba,Nigeria,Subsaharian_Africa,Africa
0.002276681,-0.036328077,-0.001099774,-0.00481341,0.003157423,-0.036310019,0.009083839,0.005351049,-0.006544652,-0.03999481,-0.086232098,0.006740084,0.002112658,0.004576621,-0.010329712,-0.006604991,-0.011919425,-0.003626144,-0.000928853,-0.031188658,HGDP00643,F,Bedouin,Israel_(Negev),Middle_Est,Middle_Est
0.002109926,-0.031837653,-0.002091369,-0.002166986,0.001206691,-0.009972448,0.00302864,0.002360902,-0.005277995,-0.014237267,-0.031146161,0.00342925,-0.002032601,0.00276291,-0.003968715,-0.008987991,-0.009665627,-0.004157619,0.002002866,-0.00431089,HGDP00654,M,Bedouin,Israel_(Negev),Middle_Est,Middle_Est
0.005018461,-0.035632631,-0.00215569,-0.003100176,-0.000431126,-0.013348838,0.004638656,0.002860981,-0.002570328,-0.010424834,-0.028132611,0.003723479,0.000137277,0.002923985,-0.004212633,-0.006274078,-0.006886709,-0.004167749,-0.001374539,-0.006769427,HGDP00566,F,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.004841471,-0.035343724,-0.001315305,-0.002903658,-0.000899672,-0.014580252,0.005917256,0.002817484,-0.004829169,-0.014326016,-0.031323142,0.007466629,-0.000412898,0.001390601,-0.007899455,-0.00856006,-0.018217221,-0.008233877,-0.00309189,-0.005474435,HGDP00578,F,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.006406198,-0.037785862,-0.002458685,-0.004174302,-0.002546941,-0.014469758,0.004772625,0.004629273,-0.006564186,-0.021571604,-0.052026737,0.00522185,-0.000311594,0.002452869,-0.020417543,-0.0220482,-0.039051094,-0.019414973,-0.005656047,-0.024572904,HGDP00590,F,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.006351037,-0.037451343,-0.001554512,-0.004020704,-0.001288859,-0.010116743,0.003447529,0.00114227,-0.003911551,-0.014723615,-0.039455344,0.003867389,-0.001092268,-3.01E-05,-0.01067359,-0.01753321,-0.027547203,-0.015209132,-0.00777017,-0.01422086,HGDP00604,M,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.001321111,-0.033714468,-0.001435274,-0.003487592,0.002111513,-0.018451522,0.006312475,0.003760576,-0.005793247,-0.01623515,-0.038816328,0.004082455,-0.000455959,-0.000837222,-0.004988374,-0.003761582,-0.007781165,-0.001679489,0.000992289,-0.007421739,HGDP00684,F,Palestinian,Israel_(Central),Middle_Est,Middle_Est
0.001865673,-0.035395981,-0.001199085,-0.003895672,0.001337057,-0.017640365,0.005162997,0.002899898,-0.002996807,-0.016243578,-0.034034494,0.00394239,0.000594293,-0.001729849,-0.003204218,-0.005795666,-0.008367931,-0.004451356,0.001557912,-0.005421529,HGDP00696,F,Palestinian,Israel_(Central),Middle_Est,Middle_Est
0.002036403,-0.035385238,-0.001820392,-0.002785889,0.001888148,-0.018092081,0.005394975,0.003621792,-0.005318624,-0.016581023,-0.032441528,0.007200827,0.000179148,0.002886512,-0.005098379,-0.002874541,-0.004178643,-0.002111216,-0.001508708,-0.00530115,HGDP00727,M,Palestinian,Israel_(Central),Middle_Est,Middle_Est
-0.005138218,-0.030205527,-0.000965118,-0.00299677,0.006543784,-0.021812885,0.007349748,0.002625082,-0.00339147,-0.017000952,-0.036688193,0.003332755,0.001701566,0.002135923,-0.000639703,0.000769605,-0.002245626,0.001969956,-0.00089019,-0.006478193,HGDP00738,F,Palestinian,Israel_(Central),Middle_Est,Middle_Est
0.008544118,-0.023584622,0.000231042,0.002357317,-0.00227662,0.052514673,-0.020407723,0.007043439,-0.004665113,-0.010143089,-0.013014827,0.00207103,0.000350524,-0.000656843,-0.002469472,-0.015057103,-0.016304365,-0.012152458,-0.000927957,0.021413043,HGDP00005,M,Brahui,Pakistan,Asia,Central_South_Asia
-0.003715225,-0.018504208,-3.47E-05,0.002889521,0.004176158,0.040059466,-0.019632274,0.008185492,-0.000202691,-0.007252645,-0.012355521,-0.001914699,0.000801521,-0.005340345,0.001801101,-0.011294491,-0.01810366,-0.013841618,0.002238239,0.020231833,HGDP00029,M,Brahui,Pakistan,Asia,Central_South_Asia
0.008188464,-0.02644441,-0.000184919,0.002795822,-0.002601689,0.049052298,-0.0186198,0.007090829,-0.002466025,-0.007738755,-0.011671509,0.002736464,-0.00124315,0.002020827,-0.002436032,-0.018636661,-0.022427449,-0.015429927,0.000287693,0.022307883,HGDP00054,M,Balochi,Pakistan,Asia,Central_South_Asia
-0.000590491,-0.021967304,-0.000244738,0.001230221,0.002057814,0.043849878,-0.01871153,0.008326121,-0.001605701,-0.010951433,-0.01234264,0.002179589,-9.74E-05,-0.000859566,0.002535817,-0.014744731,-0.014747288,-0.007845606,-0.003786572,0.014305593,HGDP00076,M,Balochi,Pakistan,Asia,Central_South_Asia
0.014060971,0.004914308,0.013843174,-0.010758876,-0.00168592,0.012506478,-0.004442692,0.002568697,0.00079319,0.000346832,0.004954592,0.000916055,-0.000141869,-0.001000878,0.001772702,-0.012866263,-0.002649334,-0.001666687,0.001417472,0.007494096,HGDP00099,M,Hazara,Pakistan,Asia,Central_South_Asia
0.013690141,0.00295928,0.01438109,-0.00959644,-0.001735314,0.016016108,-0.003794931,-0.00147177,-0.001112832,0.005247159,0.011492939,0.000289631,0.001276832,-0.001366149,-0.000224052,-0.017931133,-0.006970762,-0.00295467,0.002589237,0.012781453,HGDP00113,M,Hazara,Pakistan,Asia,Central_South_Asia
-0.083746913,0.019060535,-0.003155769,0.005106328,-0.094772047,0.0660926,0.170611571,0.000365726,0.003364048,0.018949558,-0.011240698,0.072815482,0.370717622,-0.07986108,-0.014556936,0.009489117,0.058448632,-0.093298979,-0.001034764,0.040209033,HGDP00477,M,Biaka_Pygmies,Central_African_Republic,Subsaharian_Africa,Africa
0.009850957,-0.037036879,-0.006873352,-0.002632858,-0.004579714,-0.017593757,0.010425415,-0.006138905,0.003040786,0.029306441,0.053704192,-0.008124562,-0.001132097,-0.005583258,0.003082197,2.15E-06,-0.006808455,-0.003872606,0.000556487,0.000107361,HGDP00980,F,Biaka_Pygmies,Central_African_Republic,Subsaharian_Africa,Africa
-0.07994199,0.019219928,-0.001383616,0.011092944,-0.141337851,-0.066343651,-0.15138224,-0.002271616,0.001281937,0.011824794,0.00909478,0.069110253,0.009816307,0.001263133,0.002923591,-0.001937201,-0.002576521,-0.007666542,-0.001553106,0.015110833,HGDP00476,F,Mbuti_Pygmies,Democratic_Republic_of_Congo,Subsaharian_Africa,Africa
-0.084632593,0.014806158,-0.003675941,-0.010517691,0.086525545,-0.001445617,-0.013358408,-0.002036823,0.002971125,-0.04295868,0.04996899,0.018992386,0.018504099,0.088624465,-0.060320706,-0.000537293,-0.012719375,0.016839307,0.022712053,-0.010872377,HGDP00909,F,Mandenka,Senegal,Subsaharian_Africa,Africa
-0.083340855,0.015276297,-0.004708868,-0.010436677,0.084633978,-0.001285086,-0.013668043,-3.19E-05,0.001603522,-0.036940432,0.044018651,0.012275349,0.03157547,0.096148244,-0.065214825,0.004313168,0.001755233,-0.0001319,0.030361951,-0.004600311,HGDP01200,M,Mandenka,Senegal,Subsaharian_Africa,Africa
-0.086134008,0.016804685,-0.003931568,-0.012216841,0.102608072,0.007760624,-0.047982312,-0.000460629,-0.00206371,0.479571048,-0.233223976,-0.059623167,0.012869419,0.081233871,-0.05611547,0.004007334,0.008263453,0.009467947,0.035385067,-0.003273599,HGDP00925,F,Yoruba,Nigeria,Subsaharian_Africa,Africa
0.000650684,-0.033088028,-0.001518404,-0.002348326,0.002853671,-0.018201506,0.00485711,-0.000213511,-0.00295987,-0.018499268,-0.034032612,0.004463041,0.001734599,-0.000585987,-0.002638991,-0.006711831,-0.004231841,0.000125447,0.000622784,-0.006821016,HGDP00644,M,Bedouin,Israel_(Negev),Middle_Est,Middle_Est
0.001523716,-0.035905158,-0.001512591,-0.004571286,0.002519011,-0.035543128,0.009895499,0.00546948,-0.008730457,-0.043625496,-0.092644078,0.009764894,3.63E-05,0.005709673,-0.012363986,-0.0075344,-0.016727247,-0.00319261,-0.004553117,-0.032355854,HGDP00701,F,Bedouin,Israel_(Negev),Middle_Est,Middle_Est
0.005318541,-0.036658907,-0.001215783,-0.002389805,-0.000671589,-0.012387845,0.002711965,0.004734255,-0.004520945,-0.017841224,-0.037459825,0.003585615,0.000602325,0.001654029,-0.009604529,-0.014564489,-0.023630313,-0.010427099,-0.005291099,-0.016699661,HGDP00567,F,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.00534603,-0.036110348,-0.001053178,-0.002652443,-0.000429166,-0.0144709,0.005133869,0.004419032,-0.002345714,-0.009600979,-0.025996012,0.001873837,0.0013726,0.003207099,-0.001740628,-0.002257638,-0.008272483,-0.004128078,0.000216229,-0.005665283,HGDP00579,F,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.005376753,-0.036674066,-0.002508221,-0.003342259,-0.001870867,-0.012875356,0.004970558,0.004533765,-0.003918471,-0.015799617,-0.033625035,0.002153308,-0.002994104,0.000190154,-0.009411326,-0.016379217,-0.025407236,-0.010026239,-0.00478943,-0.015353426,HGDP00591,F,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.006337566,-0.037152675,-0.002602464,-0.003762047,-0.001995256,-0.015996138,0.005352557,0.005787384,-0.004271095,-0.019707077,-0.050671281,0.005518101,0.000387036,0.002494219,-0.020261109,-0.022973178,-0.036359137,-0.018241614,-0.003894812,-0.025519854,HGDP00605,M,Druze,Israel_(Carmel),Middle_Est,Middle_Est
-0.002178818,-0.032744406,-0.002085424,-0.003957192,0.004788275,-0.018821758,0.00430961,0.004443259,-0.005191963,-0.021778981,-0.040104668,0.006421992,0.001299121,0.001055563,-0.003434643,-0.003496207,-0.007219055,-0.002567932,0.000330471,-0.000730966,HGDP00685,F,Palestinian,Israel_(Central),Middle_Est,Middle_Est
0.006106574,-0.036318048,-0.002459361,-0.002624622,-0.001399406,-0.01029582,0.004240468,0.00479156,-0.002488828,-0.014209754,-0.034855381,0.003158777,-0.000448809,0.003338809,-0.011076207,-0.013613007,-0.023217627,-0.008647503,-0.005482299,-0.012575737,HGDP00560,F,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.001831464,-0.03439046,-0.001893915,-0.002939731,0.001447432,-0.014365766,0.005814389,0.004152939,-0.001455577,-0.016640562,-0.033329211,0.003461421,0.001023821,-0.001014542,-0.007156931,-0.003534157,-0.004526079,-0.002291915,-0.00014342,-0.005710139,HGDP00728,M,Palestinian,Israel_(Central),Middle_Est,Middle_Est
-0.001718247,-0.031711101,-0.001369354,-0.003007355,0.003881764,-0.014505867,0.003226894,0.001671966,-0.00443014,-0.017596151,-0.035769469,0.005461708,0.001442251,0.002671181,0.000644893,-0.007383506,-0.006993581,0.000579778,0.001485975,-0.002523003,HGDP00739,F,Palestinian,Israel_(Central),Middle_Est,Middle_Est
0.007932861,-0.025448319,0.000933603,0.002653989,-0.004492084,0.052433516,-0.02144079,0.008108496,-0.004770348,-0.009245288,-0.016348297,0.003849861,0.001556791,-0.001275568,-0.002882177,-0.012883923,-0.016096679,-0.013656547,-0.001052372,0.020639728,HGDP00007,M,Brahui,Pakistan,Asia,Central_South_Asia
0.007747653,-0.023898225,-0.000100091,0.004406959,-0.003155383,0.052055792,-0.022520496,0.008848135,-0.002969981,-0.007561174,-0.009991894,0.002356493,-0.000913753,-0.000372159,-0.001521988,-0.015409971,-0.016186238,-0.010608713,0.001221579,0.020601475,HGDP00031,M,Brahui,Pakistan,Asia,Central_South_Asia
0.008535005,-0.02014437,0.002325583,0.00446006,-0.001701908,0.051236739,-0.020398816,0.007754892,-0.001733988,-0.005838005,-0.008448702,0.00273607,-0.000820657,4.56E-05,-0.003421697,-0.013522148,-0.010339989,-0.010635512,-0.001482172,0.020964411,HGDP00056,M,Balochi,Pakistan,Asia,Central_South_Asia
0.004322475,-0.023818637,-0.000347859,0.001767436,-0.000968194,0.044694061,-0.01818402,0.009999056,-0.00072151,-0.00615801,-0.010304009,0.003554166,0.00165665,-0.000581652,0.000719276,-0.014238887,-0.016259037,-0.013727927,-0.003669395,0.018788464,HGDP00078,M,Balochi,Pakistan,Asia,Central_South_Asia
0.013161342,-0.002275714,0.010765289,-0.009126911,-0.002804099,0.01601071,-0.006406816,0.002069963,0.000128632,0.003190204,0.006948061,-0.00046277,-0.00051661,-0.002265279,0.002381109,-0.006955795,-0.007910577,-0.005006981,0.000138854,0.008090358,HGDP00100,M,Hazara,Pakistan,Asia,Central_South_Asia
-0.000958357,-0.031861278,-0.001347273,-0.00433709,0.003313574,-0.017543296,0.004606097,0.001573074,-0.004127596,-0.013559884,-0.028787862,0.005227448,0.000362636,-0.001890645,0.000223865,-0.001166801,-0.002498625,-0.001292628,0.002490182,-0.005123533,HGDP00686,F,Palestinian,Israel_(Central),Middle_Est,Middle_Est
-0.084510067,0.019507055,-0.004005041,0.005536635,-0.103798365,0.075429925,0.196827053,-0.000939309,0.002483884,0.029122011,-0.014170275,0.088310859,0.495201358,-0.110679382,-0.015947476,0.014374269,0.066825368,-0.109271175,0.000858934,0.034389239,HGDP01093,M,Biaka_Pygmies,Central_African_Republic,Subsaharian_Africa,Africa
-0.079178217,0.019031038,-0.002658347,0.011787748,-0.140786266,-0.062325342,-0.150485476,-0.000171378,0.003067163,0.008689606,0.013149604,0.068251504,0.009585972,-0.002366515,-0.009275615,-0.001068387,0.004773488,0.000908129,-0.014106106,0.005505406,HGDP00478,M,Mbuti_Pygmies,Democratic_Republic_of_Congo,Subsaharian_Africa,Africa
-0.083602258,0.01513055,-0.00499413,-0.012027273,0.085948028,0.000192174,-0.014344333,0.000514113,-0.000712583,-0.039397012,0.04904876,0.008562049,0.022836323,0.089495288,-0.059297054,-0.002850857,0.009038302,-0.010595638,-0.004588193,0.011874911,HGDP00910,F,Mandenka,Senegal,Subsaharian_Africa,Africa
-0.086070835,0.016339304,-0.002635424,-0.011595359,0.078909495,0.005218923,-0.010421265,-9.72E-05,0.003249548,0.007798701,0.011220602,-0.001527282,-0.022753344,-0.063507503,0.059241296,-0.016906659,-0.009701313,-0.017994587,-0.063665969,-0.064092949,HGDP00926,F,Yoruba,Nigeria,Subsaharian_Africa,Africa
-0.070668397,0.015792986,-0.001534641,0.009813636,-0.10265898,-0.025665164,-0.044443569,0.001338049,-0.008996097,-0.050930253,-0.008327553,-0.360133634,0.039266894,0.017051247,-0.039621889,0.002261854,0.017550805,-0.009077043,0.000570968,-0.000814169,HGDP00988,M,San,Namibia,Subsaharian_Africa,Africa
-0.083924425,0.015875175,-0.003562124,-0.00644593,0.047282035,0.002356417,-0.008783948,-0.002231409,0.000498794,-0.019936174,0.016427219,-0.030701726,-0.000438542,-0.051376841,0.093131302,-0.004760225,-0.014782354,-0.016392778,-0.018177765,-0.030985448,HGDP01035,M,Bantu_S.W._Herero,South_Africa,Subsaharian_Africa,Africa
-0.012990709,-0.027038069,-0.001755853,-0.00627156,0.014828508,-0.048541812,0.015471173,-0.001062627,0.002530606,-0.019461674,-0.028957255,0.007650426,-0.003521015,0.003644234,0.011820112,0.03902257,0.068300237,0.034132007,-0.009249491,0.028437389,HGDP01262,M,Mozabite,Algeria_(Mzab),North_Africa,Middle_Est
-0.018160189,-0.024204416,-0.002512256,-0.006967976,0.022839316,-0.052753327,0.016282404,-0.003553582,-0.004443442,-0.018321917,-0.03235973,0.01138611,0.0016261,0.00760806,0.021187626,0.054738416,0.08657074,0.048467294,-0.007558479,0.043179886,HGDP01274,F,Mozabite,Algeria_(Mzab),North_Africa,Middle_Est
0.001454027,-0.036040418,-0.000548482,-0.005110937,0.003021424,-0.035421167,0.009827239,0.006559261,-0.011218901,-0.044061633,-0.092601855,0.006965985,0.005001074,0.005234373,-0.012676933,-0.010734741,-0.019551559,-0.006559097,-0.003011271,-0.03641354,HGDP00610,M,Bedouin,Israel_(Negev),Middle_Est,Middle_Est
-0.000999701,-0.033123289,-0.001364987,-0.003484187,0.002745775,-0.020007059,0.005935273,0.003427968,-0.004408788,-0.020924738,-0.042813255,0.004862329,0.000963078,-0.00045483,-0.00515027,-0.003886874,-0.003214367,-0.004148038,-7.60E-06,-0.007149433,HGDP00622,M,Bedouin,Israel_(Negev),Middle_Est,Middle_Est
0.005665082,-0.036405317,-0.002930217,-0.003782403,-0.001672923,-0.008532704,0.00465501,0.003478678,-0.005428621,-0.017360083,-0.040683937,0.003309919,0.001226983,0.001824412,-0.014856151,-0.014133404,-0.028039653,-0.014103158,-0.007101727,-0.018328154,HGDP00568,F,Druze,Israel_(Carmel),Middle_Est,Middle_Est
0.005304319,-0.036308432,-0.001748428,-0.001108743,-0.001541084,-0.01183113,0.004269023,0.000794539,0.0002932,-0.011843862,-0.02911121,0.003511589,0.001293358,0.000377321,-0.006347724,-0.005435106,-0.0134649,-0.005502411,-0.004891219,-0.008357239,HGDP00580,M,Druze,Israel_(Carmel),Middle_Est,Middle_Est
