MappingID2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,SuperClust
829,37,0.0152329960024236,-0.000690052098251839,-0.03079969245525,0.0235605258662805,0.00894861065709056,-0.00948028135587923,-0.00493715125411158,0.000794697789394327,-0.0037597699694587,-0.0052289641934407,0.017001497695741,-0.0265187925674114,0.035333518132177,-0.0131969092317368,0.0110258559604993,-0.0175169776935913,0.000310108520636718,-0.0215626727159581,0.0275355868817924,0.0449255202691487,6
528,38,-0.0229296586228596,0.0280553411989635,0.00561052882661757,-0.00552445118803322,0.0113582315918058,-0.00229976385339187,-0.0286274688874334,-0.0264406403221554,-0.00539712818640887,-0.0219880248402731,0.001841101371252,-0.0112366254269978,-0.0120772700055315,-0.013312952872654,0.00230011702347939,0.00710214341372494,0.000742334190664547,0.00610763995748689,0.00207130908177223,-0.0200285074213544,5
215,39,0.0168189271435585,0.000538882364671293,-0.0335705487733065,0.0263262693586084,0.0127711412833466,-0.00955931640080799,-0.000713647878855418,0.00107347345592526,-0.0022232222347404,-0.00407362993343076,0.0168953786641852,-0.0238583956192991,0.0281793463524241,-0.0136157332383451,0.0126187420892367,-0.0177881203222796,-0.0114615521812472,-0.0206366641716746,0.0249443100461377,0.0472907482370981,6
141,40,-0.00823681010332269,-0.0132216298206589,0.000505538946987558,-0.0249261612255346,0.0202020557841518,-0.00475751804169069,-0.0131315200516989,-0.00398495241524136,0.00313786444191967,0.0183697427036006,-0.00454029726278563,0.01302560028758,0.0227450236141838,0.0167656997205731,0.0148037451321642,-0.022023079473923,-0.00127565853366272,0.0021579563109964,-0.00334627435368777,-0.0156670782123627,4
756,41,-0.0221583588759762,0.0291813505510048,0.00598429975157573,-0.00614530100438961,0.0122616552657085,0.000526681238254024,-0.0197818667575098,-0.0151422451902444,-0.00226653593537054,-0.00461676869802877,-0.00819073898120458,0.00404659713108388,-0.00401122032287859,0.0048511642405174,0.000196442517783843,-0.00408633217018503,0.00365022839698716,0.0131972288352709,0.00034290770853594,-0.00481911118908812,5
856,42,0.0390722458706691,0.00615949277025551,0.05819450223264,0.016910751123902,0.00542061269897035,-0.00961839769544649,-0.00223888882020336,0.00434286643864401,0.0797823851660187,-0.000627609399257491,-0.0147289833384277,0.0161198185837832,0.0077869579512595,0.010544760086486,-0.00723499685274269,-0.00127591374895265,-0.0077795405373976,-0.00979628636885354,0.0131358331607275,-0.00843616394880427,6
2460,43,-0.0223232065596188,0.0160171832199887,0.00749998645367343,0.00977213811826179,0.00585094089005814,-0.000870468747557071,-0.00214219705203097,-0.00137303095905955,-0.00899699266896023,-0.00378217276731778,-0.00947726618306072,-0.0336221701708167,0.000382252110681005,0.00146256262041382,-0.00222950465263447,-0.000613041466309314,0.0223144985013009,0.00994419300219475,-0.00975567940451019,-0.00880924737136553,5
1805,44,-0.0304226895039648,-0.0865043559911106,0.0188521238399205,0.0129623639677237,0.01453202602772,0.0125846143724567,0.0119716554816226,-0.012706259676198,0.0108920687377652,0.00320355024152937,-0.000392920536099841,0.0119613715326815,-0.0190058819962324,-0.00337479045127276,-0.0131431364167405,0.0179368064015579,-0.00438591507994985,-0.0133195678967088,0.00226569854935576,0.00585502307355978,3
2176,45,-0.0305180503800553,0.0171082024672962,0.0111390675574013,0.0123686713584014,-0.0305427538769142,-0.00234809999732574,-0.00513095685716635,-0.0028296585096179,0.000978792659411411,0.00565422123730511,-0.00245500828342712,0.00351993303365167,0.00407675672730557,0.000356871140378799,0.00247178782708495,-0.00958093118163891,0.00328060358076676,-0.00481579033554179,-0.00020956085539226,-0.00449806853067449,5
2304,46,0.0438613750245849,0.00503664049966733,0.0631123711361455,0.0210343617127936,0.00880832299992945,-0.0106613839217707,-0.00845654367099586,0.0119639715837314,0.046353594985505,0.00103919658881415,-0.00717690126981813,-0.0011863016788397,-0.00423604165765075,0.00110244854241058,-0.00137869078465181,0.0026795831492718,-0.00355171574342287,-0.00281260276329134,-0.000770610264026484,-0.00288548072961348,6
1980,47,-0.0197842609361192,0.0225632474836181,0.00587388616003086,-0.00290992808258494,0.00972856179857367,-0.000800781763567135,0.00652993808507117,0.00323340036585113,0.00504624395409321,0.00383030937422981,-0.00298406951312235,0.0034464606244701,0.0125944172159426,0.000177499119892761,-0.00169724979645892,0.00660289220087739,-0.00466930043681951,0.0102219686753914,-0.00245640811323978,-0.00440769727119379,5
2678,48,-0.0306038728606558,0.0162399253655521,0.0108445827618587,0.0103611224489765,-0.0299820588282098,-0.00289409402372308,-0.00591083741336023,-0.000621209792930549,-0.00031508440209683,0.0105207660507038,0.00185094300908523,0.00471568649053554,-0.0040026703658691,0.00201081631013452,-7.78942945512904e-05,-0.0108970687938033,-0.000833669310791057,-0.00560204357782277,-0.00505650369337097,-0.00186884473259265,5
2354,49,-0.00288716025026495,0.0145358012439008,-0.0179406016157718,0.0171650531207407,0.0146413999640819,-0.0360152186570159,0.00860108231511736,-0.0230357981183641,-0.00593558310875531,0.000121451743441202,0.00756086553413379,0.00689285455266475,-0.0053723046460527,0.00799055781067637,0.00531756311441788,0.00779367671058898,-0.00904897792150818,0.00468403666223477,0.0020609986200138,0.00582674001401094,5
2070,50,-0.0217389164112549,-0.0618822612920747,0.0147676867380356,-0.00440297705054386,0.0242801928726444,0.000189510960507691,6.56356863610046e-05,-0.00712615230969817,-0.00718883507714991,0.000913819628055796,-0.000728149612164213,0.00594416961726245,0.00256928522964287,0.00372613553886988,0.00646369036433577,-0.00198271226240002,0.0113898105816186,-0.000953334094289062,0.0060792386417547,-0.0162944931215999,3
1373,51,-0.00691246821110931,-0.000988786237264345,-0.0037175759890846,0.00805629890716058,-0.00239983958825296,0.0045840384962183,-0.00745308818380575,0.00407550821348034,-0.00119447014798718,-6.7833408963716e-05,0.00254798116103875,0.00122566535806986,-0.0043184661595292,-0.00119247877758796,7.924796013443e-05,-0.00325903706188366,-0.00307935721669172,-0.000231574603778853,0.00361200624947473,-0.00427997525223816,5
1787,52,0.0151988963618828,0.00284655806800046,-0.0242936162229854,0.0182895688582241,0.000334015302504464,-0.0158262374992872,0.0137650676729727,-0.00791427375904661,-0.00115253227729975,-0.0218971660204101,-0.00197831201198618,-0.02243935952341,0.00478644344032937,0.0574100672286396,0.101391476372114,0.022094778249356,0.0630242284601765,-0.00063217493636652,0.0516486941323486,-0.0212965676988892,6
2610,53,-0.00382961565016815,0.0020668539168374,-0.0123639703586816,0.0111100179629466,0.000382827435263136,-0.0138430397718107,0.00345701497848154,-0.00791870719737194,-0.00544056382813714,-0.00271833599152908,0.00428675982967089,-0.00759279744568178,-0.00683301892311357,-0.00802427977030048,0.000879156880954849,0.0107770320981673,-0.0130348839958182,-0.00664865733758577,-0.00207189898157556,0.0198211146714251,5
1006,54,-0.0215423120456086,-0.00386493934132489,0.00464280309643873,0.0229838295857886,-0.0526709290068908,-0.00102944049888355,0.00694023305158765,0.00567080460592566,0.00419268527765764,0.024419168668814,0.012295770223091,0.00828271961806559,-0.00227929278517929,0.00965012162094908,-0.00484517775488848,-0.00598713387108793,-0.0106417036762382,0.00776741669731666,0.0062160428746102,-0.000472572889576855,2
1501,55,-0.0270644662682844,0.0223224063562344,0.0091720750268604,0.0108369547014234,-0.0294751775281961,-0.00162313855205396,0.000116605185062896,0.00381149977800231,0.00545817656901614,0.00704177453596626,0.00336066827094544,0.00856840344048654,0.00539140778073183,-0.000280076910125938,0.00547131945091598,-0.00452274708846415,-0.00764148116638979,0.00415795037557225,-0.003969503484556,-0.00695355734186681,5
1662,56,0.0405316508992019,0.00570240950165415,0.0496404649878325,0.0112706099679486,0.00286436547451477,-0.00493184772921381,-0.00350310961734469,0.00880198348558938,0.0380577974451438,-0.00241217820808118,0.00163397493022937,-0.0094316262819101,0.00497821361961164,-0.0188358658862255,0.0133311649142249,0.00310979004830214,-0.0015218012851652,-0.000431847295034087,-0.0189221328462696,-0.00548698452155933,6
2691,57,-0.00415419336187217,-0.0342613019122102,-0.00500276086318543,0.00885187795723083,0.00212769896511772,0.0238099347430876,-0.00853801584867187,0.00532594549139024,-0.00108075761528783,0.00524980289344609,0.000956325404511905,-0.025971499444188,-0.0208597590412824,0.0086977339259182,-0.00600360337661358,0.000539780657004992,-0.00149128987210752,0.00779687484615308,0.0104538184523823,0.00644351518684042,6
952,58,-0.0434960823318924,-0.127305294305567,0.0310810463194212,0.017773347783701,0.023656198307906,0.0110455591177338,0.0105660921907424,-0.013763054141658,-0.00394413714496802,-0.00950372155585633,0.00155654267466997,-0.00116450206954995,-0.0071685740194403,-0.00909998345302304,-0.000865840994114016,0.0150696541258954,0.00473167489263172,0.00535402803808447,0.003476800067898,0.00197085570167486,3
2611,59,0.0263958913294819,0.0018551797430213,-0.0168875513985875,0.00447777260448744,-0.0149900817197172,0.0411738504732711,0.00127000599991309,-0.00725933714510739,0.00859045892899111,-0.00647344808756094,0.0199663043033456,-0.0174538975405226,-0.00538472310833795,0.00833871391214457,-0.0133550500347043,-0.00980296876215919,0.00250235568591019,0.0115256916094438,0.0116209933668707,-0.00491196159459809,6
2030,60,-0.0203179293273812,0.0167698142428147,0.00481974050886156,-0.00604825658398729,0.00553406203908127,-0.00228755372383315,-0.0123798257996678,-0.00941947665638806,0.00513427645340218,-0.00337128166303826,0.00833468313288257,0.0031365541698367,0.0103577852092252,0.00468530722141801,0.00738672955769311,-0.00102600706280787,0.000674904931482694,-0.001078972571968,-0.00373989865626468,-0.00271848369023861,5
1699,61,0.0111823767813843,0.00236220928136977,-0.0300525376623849,0.0278366980498188,0.00707310809856937,0.0104761722074122,-0.00760797550793671,0.0119505008994407,-0.000368778734663712,-0.0336572904434799,-0.0214823966525104,0.0293632827987211,-0.00741833624755797,0.00568627316575532,-0.0375262062506955,-0.0251232802022864,-0.00750785054518302,0.00735229341196526,-0.0264248310912736,-0.00450534137879218,6
2801,62,0.00723485552243634,-0.00901227304498024,-0.00596689006026643,-0.0351764203727741,-0.00532606241532618,-0.0164468596327237,0.00577266952997085,0.00348529028606274,-0.00366122738581973,0.00434055844656837,-0.0179550436853019,0.0016003734381094,0.00812832888139148,0.00744963905046608,-0.00200559066403668,-0.0159529100857341,0.000918699238762896,-0.00572270298476516,-0.0192784924384038,0.0205421918536037,6
2926,63,-0.0221487801543095,0.0267282849675087,0.00722584993277114,-0.00301684498984329,0.0086976336034692,0.00410582484251105,-0.018340583829138,-0.0155609397783203,-0.00192353756522011,-0.0210741570875498,-0.00896123708087999,-0.0158454511827341,-0.0164517725218699,-0.00162224175494479,-0.00710536224714432,0.00737995564698656,1.38765232575033e-05,0.00140533872538535,0.0037218721631052,-0.0121090532622446,5
928,64,0.0432790493262841,0.00718817976595898,0.0578591695026308,0.020312639437909,0.00142770427895502,-0.00750645716723012,0.00361566491429711,0.0147601587195519,-0.0377938381040616,0.00838956745407572,0.019593189316024,0.00556465556260668,0.0366165302536303,-0.0159240501498721,-0.0243085766849636,0.0421065986100698,0.0449188207690911,0.000130767765180081,0.00561379967649034,-0.0106604427412037,6
2163,65,-0.0283061761957904,0.0100371876703384,0.0125725220679109,0.00606003722670795,-0.00673320148035162,0.00111683762237074,-0.0100063207614224,-0.0110668576509325,0.00119502073866618,0.000469400259376194,0.00230214482369092,0.0024110778071427,-0.000837999998018573,0.00496877843915907,0.00497642646800526,0.0189276561857782,-0.00670519622390455,0.00800628581900141,0.0059664255223409,0.0124926278795778,5
2619,66,-0.018717145048383,0.0223933026146965,0.0287580081575282,0.0253184374434339,-0.0444861530551893,-0.0139851814231608,-0.00186101174813871,-0.00162264626305502,-0.00529028770705122,0.010696947631889,0.0104479226451715,-0.00196890542322932,0.0134736297988267,0.0107958332236278,-0.0278806419264396,0.0275415254688612,-0.0168858602301157,0.0337965645335726,-0.0123594565248265,0.0165839960662691,2
1834,67,0.0401670974846169,0.00701493216638119,0.0512102888123771,0.00903852217708869,0.00128604807400664,-0.0069025539436845,-0.00226532225237362,0.0104831282226574,-0.0301831962462758,0.000939757596677566,0.00939531456281989,-0.0041750610870431,0.00135953238075923,0.000309061405518089,0.00249128974517444,0.00115961946304394,-0.0104632276623301,0.0412980715642139,-0.0228747347199694,0.00765229859064265,6
2039,68,-0.0110498034144685,0.00656543609908693,-0.00533324104192711,0.00495214540486846,0.00013337711718986,-0.00805538031202009,-0.0102426382415329,-0.00397358334584187,0.0077410203699425,-0.00663135626040017,0.00925129149516069,0.00646224213763807,0.0127760479392326,-0.00712330324421808,0.0103295586185469,0.00341775037629067,-0.00217089270969882,-0.00156466114114772,-0.0124464115580578,-0.0137160942336467,5
1471,69,0.00365404123300582,0.00412475503901755,-0.00670534349920447,-0.01528984669871,0.0109911145813077,0.0191548247857652,-0.0290340549991917,0.0110318193949178,0.00831512640356664,0.0659497123017634,0.00291804033557398,0.0056563095110654,-0.0532812323249578,0.00529584731295277,-0.0101184158242542,0.0273919853998655,-0.00797815305910864,-0.0334785671433973,0.00227218764589965,-0.00190350858747322,6
