PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,IID,ancestry
0.0112500861838638,-0.027194345527596,-0.012236372223984,0.0175894178077578,-0.00123375688458415,0.00660820553923035,0.00187170390740321,-0.0189321999207581,0.0106837270343912,0.0145573016614206,-0.00360027274199713,-0.0265196236417788,0.00187212067617757,0.0142951981149257,0.0267136305158886,-0.0126394541424266,0.000767436405330397,-0.00563442504866597,0.0132434978742158,-0.00162359760435755,HG00096,EUR
0.0110286036759116,-0.0267717615881825,-0.0108182006074181,0.0168259063144621,0.000965246612827633,0.00759534179671434,0.00767077125823051,-0.030977553593755,0.00994800626613941,0.00581363953081823,0.00433127216629494,0.00144378942585175,0.00829240197369125,0.0173592222391624,0.0191409196394481,-0.0081703836190666,0.00127461358998732,0.00269279468699612,0.0107537010143682,0.00561136722314068,HG00097,EUR
0.0113101007552208,-0.0268749761621606,-0.0117641612987004,0.0158174899304485,0.00103207151625481,0.00609010095667221,0.00565447264550649,-0.034135942094984,0.0114904235640181,0.0120787472229023,0.00745253055034846,0.000688993817862489,0.0033532283823014,0.0202642423920699,0.0213981200382902,-0.0132091464427085,0.00780004127297994,0.00239737376968568,-0.00272919944269723,0.00388862674547538,HG00099,EUR
0.0109220667457976,-0.0270215112866295,-0.012180275612706,0.0183762823754117,-0.000705940426475009,0.0042998575679245,-0.00307219738256273,-0.00239869119301359,0.00135591792363051,0.0157800939909126,-0.00669394597036422,0.0407935263853866,-0.0115832250942639,0.0171237844515332,0.0195949390119993,-0.00602939685609168,0.00811305213216265,0.00519131696332171,0.000112517491355806,0.00987336986436189,HG00100,EUR
0.0111895723313167,-0.0268005106565258,-0.0123875827983129,0.0165469290654219,0.00193759076033574,0.00580200242948605,0.00268032733204946,-0.0290418952422146,0.00826079272452768,0.0106315142525755,0.00810375547410591,0.00772927054147594,0.00705882512659414,0.019129498050495,0.0394418496053619,-0.0126766294182628,0.00700503824750206,-0.000641158578268668,0.00229203793048064,0.00529847693170101,HG00101,EUR
0.0114620984734273,-0.026812511234565,-0.0114191113427925,0.0171570647346746,0.000370104335203665,0.00746460825007225,0.00108275312968581,-0.027819895170461,0.00528603007549769,0.0081275104067395,0.00306038140013425,0.00744860533129557,0.00399868992676893,0.0164583331019612,0.0328684000200458,-0.0132457219221949,0.00609121703845109,0.000315107860522092,0.00664445177139328,0.0129419840089127,HG00102,EUR
0.0112462897657549,-0.0266068440366188,-0.0117679116879005,0.0174435093396672,-0.00124141743074219,0.00472736902253233,0.00505974308108857,-0.0223324017281812,0.0103858266445215,0.0154606625494355,0.00819454401244559,-0.0215471664514636,0.00458647220211126,0.0075587377438079,0.0240395497631071,-0.0115237771683063,-0.00151980980937439,-0.00195408361697602,0.0122457312207988,0.00123476465520743,HG00103,EUR
0.0111108345190363,-0.0265249313923394,-0.0113741571374451,0.0172092359919221,0.00156645027262609,0.00610131770984474,0.0074391473265327,-0.0278871156121781,0.00836636107375442,0.0110457867491931,0.00258647149836207,0.00636152932114476,0.0125143505226069,0.0187373150739002,0.0273746304481416,-0.00674670720928584,0.00660127326516484,0.00626195740621364,-0.00192926328864337,-0.00246729666561097,HG00105,EUR
0.0113206299241801,-0.0270916489401772,-0.011234045801873,0.0163500214673503,0.00480189023823124,0.00429412546024447,0.00702735023002463,-0.0252051813809668,0.00989301417586225,0.00697355748198449,0.00846787969462544,0.0205770107666977,0.00365601703390143,0.0206913487620012,0.0168500031194153,-0.0092586448729206,0.00483048456991912,0.00643938098138188,-0.00318474016880006,0.00264089954496609,HG00106,EUR
0.0115164922113803,-0.0265789028746058,-0.0120131475614224,0.0162649850579296,0.000434846967346532,0.003374226423196,0.00240973124881729,-0.0285408009335625,0.00868447853648711,0.00754610150110982,0.00812768504526372,0.0128013329049378,0.00783866260032693,0.0116578910949748,0.0320226697715435,-0.017509501776281,0.00518550164571426,-0.00163451151434727,0.00292403894556417,0.00085318129447336,HG00107,EUR
