PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 IID
0.0112557139742688 -0.0271793802800239 -0.0122630838825623 0.0175029071056284 -0.00121763678393062 0.00660089080871789 0.00205054514242922 -0.0190712681477029 0.0103854514220889 0.0142851817392764 -0.00363555072618172 -0.0266202856079927 0.00151251539992126 0.0127115627131275 0.0275323527413055 -0.0127684667668773 0.000386663850920721 -0.00549630032881704 0.0134121455175974 -0.00177355373307271 HG00096
0.0110475597519788 -0.0267675595155774 -0.010866069187283 0.0167852614008949 0.00112869330362687 0.00764428190806805 0.00774603624253445 -0.031165752664153 0.00932652065215085 0.00584769877631211 0.00437964950856933 0.00124934551059204 0.00848520106920451 0.0160673971464093 0.0202443734520084 -0.0081455982852003 -0.000415145504351077 0.00281958775879054 0.0107107429937234 0.00523852140167082 HG00097
0.0113090853718861 -0.0268783004068664 -0.0117565440584439 0.0158128439610246 0.000998440867499568 0.0062533558341394 0.00588041328176611 -0.0343182542059168 0.0110147844939284 0.0121041929404129 0.0074895288993505 0.000423178364099996 0.0033684797688086 0.0188003918023068 0.0225179938949778 -0.0138688427248984 -0.0069710433631167 0.00243189823947126 -0.00257469774736113 0.00369550065830702 HG00099
0.0109140754984281 -0.0270396199934102 -0.0122151443677797 0.0183882211487273 -0.000739884971316196 0.00441326969992754 -0.00291261051589283 -0.00222783030814122 0.00128157080066892 0.0157824458051759 -0.00644634824882369 0.0409468004150141 -0.0110395390108214 0.0155783871116572 0.020336237266546 -0.00667921431834313 -0.00752488179383594 0.00552078371782237 0.000353147752582878 0.0093605156914136 HG00100
0.0112079518860654 -0.0268230263539125 -0.0124144393901278 0.0165148624422286 0.00199904806899821 0.00599425602286072 0.00279786323166164 -0.0292048689639233 0.00777238328193004 0.0105436337270482 0.00814239004368762 0.00769258085210035 0.0071904183225469 0.0164991900907441 0.0407485291544157 -0.013519624140548 -0.00617533671950659 -0.000241114092883849 0.00257941919787304 0.00531732114131078 HG00101
0.0114649488073304 -0.0267889558907917 -0.0114155955344106 0.0171749596727359 0.00038229908985236 0.00757526871229927 0.00120379782061379 -0.0278251376029691 0.00487556025216535 0.00810613838298214 0.00341224126862231 0.00741882090835673 0.0040247437091874 0.0145086340084994 0.0336353161875065 -0.0138841498916772 -0.00475077727474779 0.000613764185775858 0.00663489973394462 0.0128205667482645 HG00102
0.011243069911116 -0.0266094103401447 -0.0117432344946753 0.0174325287538708 -0.00115427231767707 0.00475851224447342 0.00507855874703632 -0.0224597444444018 0.0101018013938729 0.0154222667901081 0.00817443681372604 -0.021636658930506 0.00442592783810979 0.00588790090671188 0.0247082128867276 -0.0116418455225877 0.00258610162386821 -0.00205498573359443 0.0125540978945957 0.000865028016631221 HG00103
0.0111081099525335 -0.0265169259866493 -0.011418044612839 0.0172035918603769 0.00169443983956724 0.00624336318093199 0.00750407246037641 -0.0279414338259223 0.00798390276820577 0.0109841973788002 0.00259660623328713 0.0061263543948256 0.012685325653783 0.016897006301366 0.0284441975094937 -0.00700189202468017 -0.00586639504687217 0.00636365068881675 -0.00194217842574967 -0.00294280270253378 HG00105
0.0113217141280903 -0.0270866646716045 -0.0112122337272749 0.0163038989775631 0.00485446986812875 0.00433032442704141 0.00711871534045354 -0.02531371220031 0.00938797850287394 0.00698991066820315 0.00846692412219445 0.0209040677154939 0.00424646051255807 0.0195807985813667 0.0179823496237553 -0.00948829738717848 -0.00410075294013721 0.00650929078365215 -0.00283695229745619 0.0025496391274907 HG00106
0.0115224533627651 -0.0265859761116075 -0.0120598144454706 0.0162511633590607 0.000518772372561793 0.00345090931745544 0.00265913587731729 -0.0285982049577802 0.00833498114687128 0.00749546602163307 0.00817105980753411 0.0127985645701822 0.00838506815083084 0.00976168133467531 0.0323247875290412 -0.0182225597255668 -0.00371119153666267 -0.00168054227057093 0.00283650143631699 0.00081995467770853 HG00107
0.0113056624476853 -0.0265758658188557 -0.0127084685631643 0.0191449968955324 0.000510418918290604 -0.0105860243770912 -0.0239884084198961 0.00476555017290186 -0.00190701992218858 -0.0117886450100708 0.00780781353404837 0.00126738677336951 -0.00357744743109468 0.010761677635104 0.0221794918414891 -0.00876184417186263 0.000208505318798306 -0.0130865195928384 0.0106954806267987 -0.00122407358324519 HG00108
0.0113204242877154 -0.0268233159138225 -0.0129192619432339 0.0201608199264066 0.00278204928588629 -0.00955190632949787 -0.0114362710204759 -0.000926154136816664 0.000110638498750883 -0.017095483571249 0.0181076505968899 0.00531346676788786 -0.000667858635475328 0.0128867915683536 0.0316024541106673 -0.00977248163545669 0.000334446579571352 -0.0112167469868181 0.0156836023909971 0.00291116071771447 HG00109
0.0115698281062624 -0.02639543300299 -0.0125116817084094 0.0185385104644652 0.00285756621854399 -0.00994073096313807 -0.0179958023798878 -0.00196866812166725 0.0020587049445477 -0.014401308959167 0.0122146029672629 0.00131533500526987 0.000101540542405103 0.00972302909043937 0.0315897368045914 -0.0135128070186333 -0.00537426422238642 -0.00453452574854436 0.0137728450477152 -0.00183492111032273 HG00110
0.0115504645167492 -0.0262546448539746 -0.01238767963473 0.0180568597288157 -0.00274963684923972 -0.0114683923236601 -0.028376357257818 0.00770850181176865 -0.00638761900426754 -0.00950261587369232 0.00366049612258491 -0.00472436090455012 -0.00539006976070836 0.0164056418891102 0.0276387466102084 -0.00377173654374017 0.00487667345331205 -0.00604558831110508 0.0169066970276909 0.00499598039904644 HG00111
0.0114946666243819 -0.0265176115325087 -0.0111287673060071 0.0172221962894848 0.00127835543779917 0.00139031445611544 -0.00222441994681234 -0.0220025659847358 0.00223381290547122 -0.00193921305718991 0.00985842670560585 0.0103449069641938 -0.00359757971933285 0.00710682831111639 0.0319636244844088 -0.0120329941766154 0.00378354985966677 0.000203484608450386 0.00560758640911709 -0.00102286061892565 HG00112
0.0113388441995776 -0.0263795214608353 -0.0131274244027315 0.0194446544673679 0.000778396949306255 -0.0118908864368512 -0.0202148178929632 0.00802282220637756 -0.000808248408092928 -0.0225287731676524 0.0156634879180783 -0.000236407724765553 0.000283118048037367 0.00721727822113981 0.042910774800564 -0.00922831818446473 0.00245815600433617 -0.00938114620420501 0.0123249543939046 0.00451645615701594 HG00113
0.0112859741642532 -0.0265686505999442 -0.0117677549864285 0.0172507316123736 -0.00132992687065177 0.0061935536883589 -0.000431724417082663 -0.0219869203586071 0.0051016324816272 0.00184687055562227 0.00409570709181075 0.0075047533360095 -0.001498813875904 0.0102284935808342 0.0353642476558642 -0.0136081000216351 -0.00048200211735406 -0.00178700574869079 0.011079911904775 0.00429396450465598 HG00114
0.0109547843411526 -0.0270339128407779 -0.0110190435195082 0.0183562509913779 0.00567325591387213 0.00492522346759364 0.00403249924534297 -0.0258344801650807 0.00735425213377178 -0.00938505497505409 0.016084432508013 0.0275663175898394 -0.0058051756229658 0.0078849405121567 0.0103202644955379 -0.00856287658109775 -0.00528614495438219 0.00202188427749386 0.0146847615156827 0.00581686427017016 HG00115
0.0115701097654923 -0.02667069944059 -0.0132531499592156 0.019473923583854 -0.00753594158449833 -0.00150242195188662 -0.0174936521928153 0.00853646199713364 -0.00192750839446386 0.0353505911262915 -0.0251304856979207 0.0114202880153453 -0.00513857961821071 0.0136894372202734 0.022722762629607 -0.0190604429484871 0.00172397685261057 -0.000805770319503754 0.00954601281588475 0.00935872306120274 HG00116
0.0115919342078756 -0.0264296899716256 -0.0135388419333533 0.0183649743183232 -0.00706165528821647 0.00140374111733826 -0.0168665341145816 0.0067244643954795 -0.00388431883399858 0.0366187442655427 -0.0349226477167746 0.00428758933199551 -0.0052400729333755 0.0232613091032241 0.0277793925832518 -0.0150871001599708 -0.00123257541950965 0.00638372258807543 0.00256327727325652 0.0109097391770599 HG00117
0.0110481705388616 -0.0267523111220118 -0.010942305915956 0.0159127219152603 0.00567500298551332 0.00634848233457575 0.00758754669651333 -0.0319629456654093 0.00953888363432305 -0.00196040638588106 0.00996688951262681 0.0316669057607446 -0.0050177523546801 0.0156765973582459 0.0163238782286206 -0.0135101935013272 0.000903365996442504 0.000378460022768197 0.00631871875461555 0.0071367365840318 HG00118
0.0113121982768098 -0.0265326733289332 -0.013832373314719 0.0192761157299776 -0.00855761486449677 -0.00556761901765072 -0.0236281106556879 0.014072641329297 -0.00542128554997349 0.0219187859671392 -0.0183427886491213 0.0033940188629089 -0.0015660591500147 0.0212311738309085 0.0227597019436507 -0.00960401533083943 0.00128430709871478 0.00239675809595723 0.00753767953966707 0.0135517606923653 HG00119
0.0113654777032785 -0.027091121328537 -0.013038098448228 0.019111812062329 -0.0071605638623754 -0.00017914570016914 -0.0137090135009473 0.00641017382920822 -0.000298991658992689 0.0309459804999333 -0.0210707319070433 0.00755059076188977 -0.00113164486053622 0.0231740080037597 0.0309242586561861 -0.0239441817149574 0.00292622534923445 0.00518556866161656 0.0124955572384319 0.00880745615706323 HG00120
0.0115770606680376 -0.0266425053063287 -0.0125629964835583 0.0188656942563009 -0.000695636794401396 -0.009480926213398 -0.0244318148314192 0.00381436300100492 -0.00265732411089924 -0.0155461389682985 0.0085092115411241 0.00720990675813245 0.000275300084090594 0.015134577127762 0.0285747086703028 -0.00927535612102549 -0.0030762309491499 -0.000796357475602373 0.0130352846498151 0.00560347253596916 HG00121
0.0114462533125905 -0.02703971962044 -0.0109968971260091 0.0164791936048944 0.00285758763791807 0.00565428584709026 0.00240665997001706 -0.0237621542912523 0.00664710959399818 -0.00130047521015486 0.0151290426377194 0.0185281233292076 -0.00408688753542995 0.017837655872709 0.0137588455286569 -0.00782119230031249 5.27470112568463e-05 0.00408414722898607 -0.00331593649135148 0.00480426987507069 HG00122
0.0110795142945661 -0.0269010833564538 -0.0128486024491897 0.0179596813371671 -0.008295255407744 -0.00320746980249757 -0.0206321383606888 0.0125011495821549 -0.00888756483848845 0.028591137396713 -0.0217403980081321 0.0116795300899717 -0.00158403278127401 0.0199131685222244 0.0334676426502841 -0.0120180142143765 -0.00406999561935562 0.00765766073831142 -0.000612528262724533 0.0125860117027056 HG00123
0.0115291657895834 -0.0263347247808838 -0.0135495562490591 0.0184383803036385 -0.00467272212236195 -0.0111598548933295 -0.0256099587220412 0.00742941143726215 -0.00644080202512944 -0.00135581772473752 0.00122891500548738 -0.00987246734918889 -0.00358621816633225 0.00566851210323221 0.0293482120155084 -0.0130703007404697 0.00150909218157524 -0.00402745109847881 0.00944167827534766 5.78390093551645e-05 HG00125
0.0112089664748931 -0.0276028078044592 -0.0106575535004621 0.0177419395032164 0.00297692555227444 0.00630077099691935 0.0078297858999187 -0.0209972870039126 0.00428814872661807 -0.00377943503736424 0.00782718889042381 0.015602769545905 -0.0026888021861913 0.00390797814630364 0.0155073238171274 -0.0129024604031952 -0.00231842706853576 0.00144260898690502 -0.00445844479693951 0.00491708842849168 HG00126
0.0114606488969882 -0.0271116192770293 -0.0115123470093063 0.0166165756947428 0.0003368904087413 0.00642157015885074 0.0077307356525197 -0.0224729027932161 0.00653573595497399 0.0134148934744908 -0.00205101333954434 -0.0279446800405662 0.0110763573867845 0.011611226795154 0.0286386906284641 -0.00826242701534146 0.000738886847007138 -0.00752228618125765 0.0138237190996331 0.00170108024452188 HG00127
0.0111876744983707 -0.0270477881096097 -0.0110153673451465 0.0171409037261229 0.000852563100554446 0.00458507815511445 0.00895289147517814 -0.0267501584427087 0.00709271876565943 0.00650916947709077 0.0125817487074769 0.00613637706836832 0.00030752234804015 0.011491724019863 0.0200446754517607 -0.0106101109895468 -0.000899038542556317 0.00108157986120637 0.00296076461092107 0.00824958223673567 HG00128
0.011204845784051 -0.0270012182337102 -0.0111094941694785 0.0165407500722488 0.00115643763660357 0.00851730204836715 0.0049463579413824 -0.0315771878699778 0.00845158027055172 0.00839907664698338 0.00965933027399248 0.00681847464268194 0.00238174990293128 0.0163552814643653 0.0153732355121267 -0.00125659579594645 0.00811307825963655 0.00304940339810167 0.00312629759159812 0.00476035560008655 HG00129
