PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,IID,ancestry
-0.0649059755934879,0.046760757879233,-0.0420705625047696,-0.000866945154291964,-0.00215139424133584,-0.00342159133275578,0.00654921850748006,0.00690385292834056,0.000290559079811442,0.0130925573689512,-0.00947728786442759,0.0030637180423679,-0.00679809600874594,0.0045206946304441,0.00162976833733716,-0.000486325639523426,0.00377242391626254,0.00403280376582468,-0.00247752067952115,0.000953982185656684,HG00096,EUR
-0.064703836010438,0.04770322672043,-0.0394769650667459,-0.00688986103239674,-0.00229945344361041,0.00263314035937918,0.0154865847218609,0.00668709870920735,-0.00136175507373097,0.0182305299425992,-0.00796870703602234,-0.00054042772149933,-0.00341495899405948,0.00728159051774411,-0.000839927266597488,0.0062955784452467,-0.00431522033879638,0.00182528133927342,-0.00504388924538511,-0.00287498257117208,HG00097,EUR
-0.065602064311827,0.0489920434295008,-0.0406673646004926,-0.0056769122424442,-0.00192391837290268,-0.00630984157196477,0.00763956885531658,0.00679628359610931,-0.00201742869847001,0.00966314171351382,-0.0099944668248764,0.000257546155275422,0.000837439800863414,0.00561574133509599,-0.00053226228974336,-0.000127211547387707,0.00149439429035911,0.00480635614409227,-0.00162580308882529,-0.00178756835744427,HG00099,EUR
-0.0646465020333173,0.0446873500323086,-0.0453578368129026,0.000298469408516844,0.00422051048863525,-0.00622820628099518,0.0129045529213652,0.00965546751839115,0.00353353056898133,0.00938182789566579,-0.00667694183430579,0.00123249568835398,-0.00762087203335625,0.00868394656395787,0.00307547926183729,-0.00214643477703095,0.00822743052316587,-0.000481465145169767,-0.00168631961510158,-7.1098520748965e-05,HG00100,EUR
-0.0652817813880632,0.0444597522156598,-0.0377240370586308,-0.000260577949525579,-0.00375953480991104,0.000466441126785054,0.0109415357505708,0.00642808844069489,-0.0023035523483458,0.016505065435219,-0.0065372419697088,0.00081400832772039,-0.00730952909302064,0.00837016741584457,-0.000609862248724437,0.00188618563732274,-0.000181603717057589,0.00200616755771772,-0.00468236728759022,-0.00492653106299431,HG00101,EUR
-0.0647896340660908,0.0421198963287415,-0.0417009065954026,-0.00222051678925482,-0.00356510874427573,-0.00689287791485346,0.0134714113443473,0.0110437594825249,0.00192433292853692,0.0159110121492119,-0.00670791789811705,-0.000413231699647126,-0.0074567917989632,0.00595815377768268,0.00256502064463283,-0.00143017932431559,0.00281627746641063,0.00108006273445863,-0.00446132410716398,-0.00279088018156981,HG00102,EUR
-0.0647781147431231,0.0443985221103913,-0.0440766444075566,0.000531021930723923,-0.00405707021015588,-0.0046659254850381,0.0101144459563133,0.00602990674314897,-0.00470237011896972,0.016523658170726,-0.00810914140847954,0.00127324937544786,-0.00328549350321804,0.00445229919320296,0.00128289660296507,0.00288707880623319,-0.0015683167722748,0.00436772345569809,-0.00345600148019828,-0.00569596433289429,HG00103,EUR
-0.0646093170734867,0.0453335844216432,-0.0392202636231305,-0.00215039014777348,-0.00190958658434133,-0.00302040128367821,0.00869043477322479,0.00799400378644152,0.000955572090269649,0.0163311732194098,-0.00973899333359285,0.00372358325975855,-0.00391289329403643,0.00776905175589634,0.000706578856424969,-0.000347395600902475,0.00378952054379791,0.0045798045129613,-0.000782028511927492,-0.00335879460725498,HG00105,EUR
-0.0673763972623078,0.0432479640314424,-0.0373881632949143,-0.00264768777430949,-0.0009924614254929,-0.00496761943275674,0.0153306908826051,0.0096788229433289,-0.00044432110416479,0.0117169215372992,-0.00902210236413747,0.00268459468202287,-0.0102855058054813,0.00196193141423722,-0.00031582180184034,-0.000453161019235218,0.000879140798911014,0.00253761870146076,-0.00317591123280209,-0.00157069576220216,HG00106,EUR
-0.0651316211936631,0.0448789543744655,-0.0398490213381393,-0.00466378986487401,-0.00275881306592348,-0.00157423613682485,0.0110842286966885,0.0114683309776958,-0.00198554462289974,0.0191788252557751,-0.00452132464482778,-0.00360041623082633,-0.00413328484709321,0.00393238769264764,-0.00325309474521419,-0.00178956275154115,0.00567629052053715,-0.00161942005602654,-0.00452208635156441,-0.00233765107568587,HG00107,EUR
-0.0639874957693418,0.0425928041245741,-0.0455225674132069,-0.00639965851928939,0.00425332729542427,-0.0086018198246189,0.00570270455639892,0.00890322738879711,-0.00233960645023028,0.0108208724069191,-0.00416682893479699,0.000461871609178824,-0.014043346547101,0.00503299620859213,0.000933937856158195,-0.00158097770034548,0.00132197871464507,-0.00213183718635976,0.00347771683745061,-0.00178894574089578,HG00108,EUR
-0.0700352903340387,0.0446534481804693,-0.0491817259386823,-0.00174897281140407,0.00159162858847979,-0.00976752237511589,0.0084796504333535,0.00686665460957693,0.00107264315174374,0.0163307485016925,-0.00395326321488541,-0.00557332797500783,-0.00648380198767186,0.00382867082895441,-0.000524607726740965,-0.00588304218279056,0.00116219843644904,-0.00167575743515723,0.0027199595200309,0.000710857011292799,HG00109,EUR
